YEAR	MONTH	DAY	HOUR	MIN	SEC	RLOC	LAT	LON	DEPTH	MAG	TYPMAG	REGION	RNG_MAG
2017	4	10	1	0	36.0	R	6.918	-72.986	18.4	3.2	Mw	occidente	[3, 4)
2017	4	10	1	16	34.9	R	6.818	-73.13	159.7	3.2	Mw	occidente	[3, 4)
2017	4	10	1	29	58.8	L	10.047	-69.713	5	3.1	Mw	occidente	[3, 4)
2017	4	10	8	23	49.5	R	6.885	-73.288	134.9	3.3	Mw	occidente	[3, 4)
2017	4	10	14	35	33.9	R	6.787	-73.162	162	3.2	Mw	occidente	[3, 4)
2017	4	10	15	32	 3.2	R	6.798	-73.101	159.9	3.2	Mw	occidente	[3, 4)
2017	4	10	16	57	12.5	R	6.83	-73.102	153	3.5	Mw	occidente	[3, 4)
2017	4	11	0	23	33.5	R	6.744	-73.052	142.6	3	Mw	occidente	[3, 4)
2017	4	11	3	23	51.0	L	10.553	-62.516	82	3.5	Mw	oriente	[3, 4)
2017	4	11	8	48	37.0	R	6.806	-73.134	157.6	3.8	Mw	occidente	[3, 4)
2017	4	11	10	30	57.9	R	11.862	-73.105	5	3.7	Mw	occidente	[3, 4)
2017	4	11	15	30	49.9	L	10.701	-62.268	27.2	3.7	Mw	oriente	[3, 4)
2017	4	12	5	7	42.9	R	6.798	-73.106	157.1	4.5	Mw	occidente	[4, 5)
2017	4	12	7	32	24.9	L	10.25	-69.627	5	3.4	Mw	occidente	[3, 4)
2017	4	12	9	43	12.8	R	6.731	-72.93	173.7	3.2	Mw	occidente	[3, 4)
2017	4	12	11	28	 3.8	R	7.201	-72.971	175.4	4.9	Mw	occidente	[4, 5)
2017	4	12	11	44	54.0	L	11.691	-70.304	33.4	3.1	Mw	occidente	[3, 4)
2017	4	12	14	29	20.3	L	10.602	-63.209	28	3.5	Mw	oriente	[3, 4)
2017	4	12	18	22	17.1	L	10.317	-69.998	47.5	2.6	Mw	occidente	[0, 3)
2017	4	12	18	19	18.8	R	6.11	-72.723	27	3.5	Mw	occidente	[3, 4)
2017	4	12	21	55	 5.3	L	10.208	-69.664	5	2.7	Mw	occidente	[0, 3)
2017	4	12	21	57	20.5	L	10.228	-69.73	16.4	3	Mw	occidente	[3, 4)
2017	4	12	22	28	 6.0	L	10.771	-70.633	9.4	3.1	Mw	occidente	[3, 4)
2017	4	12	22	47	21.8	L	10.227	-69.632	1.7	2.7	Mw	occidente	[0, 3)
2017	4	13	1	28	12.3	R	6.734	-72.895	134.1	2.9	Mw	occidente	[0, 3)
2017	4	13	6	22	29.7	L	11.286	-71.598	6.7	3.2	Mw	occidente	[3, 4)
2017	4	13	6	55	47.9	R	7.84	-72.445	3.5	2.7	Mw	occidente	[0, 3)
2017	4	13	8	57	51.5	L	9.826	-73.029	25	3.2	Mw	occidente	[3, 4)
2017	4	13	9	53	22.5	R	6.821	-73.047	146.1	3.3	Mw	occidente	[3, 4)
2017	4	13	12	57	 1.0	L	10.433	-69.41	5	3.8	Mw	occidente	[3, 4)
2017	4	13	13	21	37.2	L	9.639	-70.744	5	2.6	Mw	occidente	[0, 3)
2017	4	13	15	5	56.3	L	10.695	-62.518	68.8	3.9	Mw	oriente	[3, 4)
2017	4	13	15	19	13.9	L	10.227	-69.674	5	3	Mw	occidente	[3, 4)
2017	4	13	17	40	51.7	R	9.735	-73.459	5	3.4	Mw	occidente	[3, 4)
2017	4	13	22	9	 6.1	R	6.832	-73.149	153.7	4.1	Mw	occidente	[4, 5)
2017	4	13	22	10	 4.5	L	9.871	-69.707	5	3.8	Mw	occidente	[3, 4)
2017	4	13	22	48	11.4	L	9.948	-69.723	18.6	2.8	Mw	occidente	[0, 3)
2017	4	13	22	49	11.8	L	9.862	-69.976	5	2.7	Mw	occidente	[0, 3)
2017	4	14	3	54	24.5	L	9.752	-68.897	5	2.9	Mw	occidente	[0, 3)
2017	4	14	4	44	54.2	R	6.924	-73.136	142.5	3.5	Mw	occidente	[3, 4)
2017	4	14	5	51	 1.2	R	11.973	-71.912	33.8	3.9	Mw	occidente	[3, 4)
2017	4	14	12	27	14.2	R	6.789	-73.148	163.8	4.3	Mw	occidente	[4, 5)
2017	4	14	18	28	22.1	R	6.801	-73.113	159.9	4.1	Mw	occidente	[4, 5)
2017	4	14	22	16	 6.8	R	8.412	-72.876	192.2	4.9	Mw	occidente	[4, 5)
2017	4	15	19	59	57.8	R	6.83	-73.084	163.4	3.6	Mw	occidente	[3, 4)
2017	4	15	20	42	28.8	L	10.114	-73.101	30.9	3.4	Mw	occidente	[3, 4)
2017	4	15	21	35	29.8	L	9.971	-69.382	5	2.7	Mw	occidente	[0, 3)
2017	4	16	5	41	 7.4	R	6.754	-73.131	160.9	3.5	Mw	occidente	[3, 4)
2017	4	16	7	33	31.8	R	7.719	-73.233	122	3.1	Mw	occidente	[3, 4)
2017	4	16	8	23	21.1	L	8.186	-70.789	7.8	2.4	Mw	occidente	[0, 3)
2017	4	16	9	11	26.0	L	9.427	-70.81	5	2.7	Mw	occidente	[0, 3)
2017	4	16	13	24	19.9	L	11.66	-66.846	35.3	4.5	Mw	centro	[4, 5)
2017	4	16	14	25	19.1	R	6.716	-72.976	140.1	3.4	Mw	occidente	[3, 4)
2017	4	16	16	16	36.5	L	11.467	-66.921	35.7	3.6	Mw	centro	[3, 4)
2017	4	16	21	35	24.9	L	10.208	-67.751	2	1.9	Mw	centro	[0, 3)
2017	4	17	5	0	47.9	L	9.84	-69.659	3.8	3.8	Mw	occidente	[3, 4)
2017	4	17	5	10	37.0	L	9.853	-69.635	5	4.1	Mw	occidente	[4, 5)
2017	4	17	7	45	28.4	L	9.782	-69.686	5	3.4	Mw	occidente	[3, 4)
2017	4	17	7	49	23.7	R	6.777	-73.092	156.3	4.9	Mw	occidente	[4, 5)
2017	4	17	7	55	44.2	L	9.861	-69.649	5	3.3	Mw	occidente	[3, 4)
2017	4	17	10	27	 2.0	R	6.792	-73.127	161.6	3.6	Mw	occidente	[3, 4)
2017	4	17	11	52	12.9	R	8.796	-73.209	32.9	3.8	Mw	occidente	[3, 4)
2017	4	17	12	41	45.3	L	9.718	-69.587	5	2.4	Mw	occidente	[0, 3)
2017	4	17	13	58	59.1	L	10.354	-70.928	5	3	Mw	occidente	[3, 4)
2017	4	17	18	7	56.9	R	6.554	-72.758	20.9	4.3	Mw	occidente	[4, 5)
2017	4	17	22	53	26.4	R	7.838	-73.635	3.4	3.7	Mw	occidente	[3, 4)
2017	4	18	4	7	11.0	L	10.466	-69.356	1.3	3.2	Mw	occidente	[3, 4)
2017	4	18	7	32	 0.6	R	6.773	-73.053	157.6	3.6	Mw	occidente	[3, 4)
2017	4	18	10	26	42.6	L	10.156	-72.982	12.8	3.7	Mw	occidente	[3, 4)
2017	4	18	10	31	49.6	R	12.076	-68.671	5	2.8	Mw	occidente	[0, 3)
2017	4	18	11	52	44.5	R	6.096	-73.654	120	3.9	Mw	occidente	[3, 4)
2017	4	18	13	8	23.0	R	6.832	-73.182	171.1	3.8	Mw	occidente	[3, 4)
2017	4	18	14	17	43.8	L	10.274	-69.25	1.5	2.1	Mw	occidente	[0, 3)
2017	4	18	17	11	30.9	L	10.105	-67.499	4.8	2.2	Mw	centro	[0, 3)
2017	4	19	1	30	40.4	R	6.786	-71.925	2.7	3.4	Mw	occidente	[3, 4)
2017	4	19	3	27	30.5	L	10.613	-69.009	5	2.9	Mw	occidente	[0, 3)
2017	4	19	5	11	26.4	L	8.439	-71.465	5	2.9	Mw	occidente	[0, 3)
2017	4	19	6	8	30.6	R	6.744	-73.022	153.6	3.6	Mw	occidente	[3, 4)
2017	4	19	11	2	37.6	L	10.406	-62.192	33	3.7	Mw	oriente	[3, 4)
2017	4	19	13	28	 1.1	R	6.799	-73.153	161.1	4	Mw	occidente	[4, 5)
2017	4	19	20	38	38.5	R	10.342	-60.263	86	3.7	Mw	oriente	[3, 4)
2017	4	19	22	15	41.5	L	8.445	-71.497	5	3.1	Mw	occidente	[3, 4)
2017	4	20	0	27	35.1	L	11.198	-62.213	126.4	3.8	Mw	oriente	[3, 4)
2017	4	20	3	51	20.1	L	8.97	-70.734	16.4	2.4	Mw	occidente	[0, 3)
2017	4	20	4	34	 7.5	L	9.7	-72.594	155.9	3.5	Mw	occidente	[3, 4)
2017	4	20	6	55	 8.8	L	10.099	-69.771	5	1.8	Mw	occidente	[0, 3)
2017	4	20	7	35	 1.9	R	5.183	-73.777	149.1	3.2	Mw	occidente	[3, 4)
2017	4	20	8	1	23.2	L	10.119	-62.886	57.9	3.5	Mw	oriente	[3, 4)
2017	4	20	13	21	 2.2	R	5.613	-72.799	5	3.7	Mw	occidente	[3, 4)
2017	4	21	3	57	47.8	L	10.458	-70.044	5	2.8	Mw	occidente	[0, 3)
2017	4	21	15	17	 9.6	L	9.749	-69.812	8.4	2.5	Mw	occidente	[0, 3)
2017	4	22	1	51	43.7	L	10.912	-70.344	5	2.7	Mw	occidente	[0, 3)
2017	4	22	3	1	22.9	L	10.743	-70.294	2.9	2.5	Mw	occidente	[0, 3)
2017	4	22	6	13	56.0	R	6.846	-73.124	164.3	3.7	Mw	occidente	[3, 4)
2017	4	22	6	19	26.1	L	10.879	-62.258	26.6	3.5	Mw	oriente	[3, 4)
2017	4	22	10	10	38.6	L	9.147	-63.11	5	3.3	Mw	oriente	[3, 4)
2017	4	22	11	17	 6.9	L	10.587	-62.66	56.5	3.9	Mw	oriente	[3, 4)
2017	4	22	12	49	12.5	L	9.936	-69.424	5	2.2	Mw	occidente	[0, 3)
2017	4	23	1	52	21.6	L	10.85	-62.245	86.9	4.8	Mw	oriente	[4, 5)
2017	4	23	9	12	10.4	L	10.727	-69.624	2.7	2.5	Mw	occidente	[0, 3)
2017	4	23	19	49	34.9	L	9.76	-69.918	5	2.6	Mw	occidente	[0, 3)
2017	4	23	20	53	29.3	L	8.98	-70.18	8.9	3	Mw	occidente	[3, 4)
2017	4	24	1	30	37.8	L	10.348	-67.129	11.7	2.4	Mw	centro	[0, 3)
2017	4	24	7	50	22.5	L	8.829	-70.915	5	2.6	Mw	occidente	[0, 3)
2017	4	24	17	6	52.5	R	6.443	-72.752	116.4	3.4	Mw	occidente	[3, 4)
2017	4	24	20	30	44.7	L	11.904	-70.157	2.8	3.4	Mw	occidente	[3, 4)
2017	4	25	7	20	10.1	R	6.805	-73.115	164.7	3.7	Mw	occidente	[3, 4)
2017	4	25	7	28	14.9	L	9.866	-68.592	5	2.8	Mw	occidente	[0, 3)
2017	4	25	7	57	46.2	R	6.824	-73.137	162	4	Mw	occidente	[4, 5)
2017	4	25	10	44	58.5	R	6.759	-73.111	164.6	3.4	Mw	occidente	[3, 4)
2017	4	25	18	43	37.9	L	10.314	-69.342	16.4	2.6	Mw	occidente	[0, 3)
2017	4	25	20	52	41.3	L	9.182	-70.216	3.2	3	Mw	occidente	[3, 4)
2017	4	26	1	57	44.5	R	11.526	-72.808	34.9	3.5	Mw	occidente	[3, 4)
2017	4	26	2	19	59.9	L	9.714	-69.988	4.7	2.4	Mw	occidente	[0, 3)
2017	4	26	3	40	10.4	L	8.772	-71.081	7.5	2.4	Mw	occidente	[0, 3)
2017	4	26	7	58	 0.5	R	6.77	-73.06	161.3	3.8	Mw	occidente	[3, 4)
2017	4	26	7	59	42.4	R	6.889	-73.081	163	4.2	Mw	occidente	[4, 5)
2017	4	26	10	7	 9.2	L	10.242	-69.813	5	3	Mw	occidente	[3, 4)
2017	4	26	11	14	55.9	L	10.26	-70.162	20	2.5	Mw	occidente	[0, 3)
2017	4	26	13	55	54.1	L	6.663	-73.138	172.6	3.6	Mw	occidente	[3, 4)
2017	4	27	6	13	39.3	R	6.727	-73.199	167.3	4.3	Mw	occidente	[4, 5)
2017	4	27	13	23	57.5	R	6.275	-72.719	29	3.7	Mw	occidente	[3, 4)
2017	4	28	0	2	28.1	R	6.821	-73.208	173.9	3.1	Mw	occidente	[3, 4)
2017	4	28	2	34	17.4	R	7.771	-72.791	2.3	4.2	Mw	occidente	[4, 5)
2017	4	28	3	6	 9.5	L	7.878	-72.752	5	2.4	Mw	occidente	[0, 3)
2017	4	28	8	7	 1.0	R	6.746	-73.153	171.7	4.3	Mw	occidente	[4, 5)
2017	4	28	9	13	16.2	R	7.254	-73.736	104.4	3.5	Mw	occidente	[3, 4)
2017	4	28	10	39	 4.0	R	6.809	-73.109	161.5	3.6	Mw	occidente	[3, 4)
2017	4	28	12	6	16.2	R	6.825	-73.057	182.5	3.2	Mw	occidente	[3, 4)
2017	4	28	22	53	26.3	R	7.334	-72.984	5	3.6	Mw	occidente	[3, 4)
2017	4	29	1	42	13.0	L	10.827	-62.248	91.2	3.9	Mw	oriente	[3, 4)
2017	4	29	4	13	35.9	R	6.53	-72.181	36.8	3.4	Mw	occidente	[3, 4)
2017	4	29	8	6	18.6	L	9.815	-69.167	4.7	2.2	Mw	occidente	[0, 3)
2017	4	29	9	31	44.5	R	6.762	-73.163	168.4	2.8	Mw	occidente	[0, 3)
2017	4	29	12	13	50.2	R	6.774	-73.146	162	3.7	Mw	occidente	[3, 4)
2017	4	29	23	43	 7.3	R	5.889	-73.668	129.2	4	Mw	occidente	[4, 5)
2017	4	30	3	15	45.0	L	11.352	-69.927	14.6	2.8	Mw	occidente	[0, 3)
2017	4	30	3	16	34.8	R	6.765	-73.162	166.8	2.8	Mw	occidente	[0, 3)
2017	4	30	3	30	15.0	R	6.804	-73.149	168.1	3.4	Mw	occidente	[3, 4)
2017	4	30	15	1	19.6	R	6.788	-73.153	164.1	4.5	Mw	occidente	[4, 5)
2017	5	1	9	16	27.5	L	10.331	-62.151	11.2	3.5	Mw	oriente	[3, 4)
2017	5	1	21	22	 1.2	R	6.929	-73.373	14.4	4	Mw	occidente	[4, 5)
2017	5	2	6	28	14.5	R	11.509	-61.927	108.8	4.3	Mw	oriente	[4, 5)
2017	5	2	6	51	39.1	R	6.808	-73.097	159.3	3.4	Mw	occidente	[3, 4)
2017	5	2	11	55	22.1	R	8.991	-73.361	16.7	3.8	Mw	occidente	[3, 4)
2017	5	3	1	25	49.3	R	7.698	-73.237	139.6	3.3	Mw	occidente	[3, 4)
2017	5	3	1	33	59.2	R	5.186	-73.71	154.1	3.5	Mw	occidente	[3, 4)
2017	5	3	6	52	56.9	R	6.828	-73.111	162.6	3.3	Mw	occidente	[3, 4)
2017	5	3	9	9	10.5	L	10.075	-69.783	5	2.4	Mw	occidente	[0, 3)
2017	5	3	12	19	57.8	R	5.645	-73.934	117.8	3.9	Mw	occidente	[3, 4)
2017	5	3	16	5	43.2	L	9.592	-70.672	25.4	2.9	Mw	occidente	[0, 3)
2017	5	3	21	4	 9.5	R	6.801	-73.146	164.5	3.5	Mw	occidente	[3, 4)
2017	5	3	21	9	 6.3	L	9.802	-69.688	5	2.8	Mw	occidente	[0, 3)
2017	5	3	22	49	 0.8	R	6.484	-73.461	124.1	3.5	Mw	occidente	[3, 4)
2017	5	3	23	25	11.5	R	6.801	-72.097	14.5	3.2	Mw	occidente	[3, 4)
2017	5	4	5	16	31.5	R	5.6	-73.98	108.1	3.6	Mw	occidente	[3, 4)
2017	5	4	5	45	14.7	R	6.795	-73.133	165.3	3.8	Mw	occidente	[3, 4)
2017	5	4	8	9	18.7	L	10.41	-62.286	1.9	3.3	Mw	oriente	[3, 4)
2017	5	4	9	1	39.4	R	6.809	-73.143	161.9	3.3	Mw	occidente	[3, 4)
2017	5	4	12	35	37.9	L	9.218	-70.18	7	2.7	Mw	occidente	[0, 3)
2017	5	5	8	50	 3.4	L	8.472	-71.486	2.8	3.7	Mw	occidente	[3, 4)
2017	5	5	12	39	 1.2	R	6.185	-72.793	20.2	3.7	Mw	occidente	[3, 4)
2017	5	5	16	7	49.1	L	10.119	-67.272	21.5	2.3	Mw	centro	[0, 3)
2017	5	5	21	37	58.6	R	6.833	-73.27	175.6	3.1	Mw	occidente	[3, 4)
2017	5	5	21	42	55.0	R	6.791	-73.115	160.4	3.4	Mw	occidente	[3, 4)
2017	5	6	2	1	33.3	L	9.873	-69.762	13.4	2.2	Mw	occidente	[0, 3)
2017	5	6	2	6	 3.1	L	8.862	-70.797	2.4	3.1	Mw	occidente	[3, 4)
2017	5	6	3	48	 7.3	L	10.696	-69.542	12.2	2.6	Mw	occidente	[0, 3)
2017	5	6	8	15	19.8	L	9.867	-69.762	1	2.5	Mw	occidente	[0, 3)
2017	5	6	8	43	29.7	R	6.771	-73.156	167.2	3.4	Mw	occidente	[3, 4)
2017	5	6	11	30	 7.2	R	6.808	-73.124	164.8	3.8	Mw	occidente	[3, 4)
2017	5	6	20	32	35.7	R	6.797	-73.192	171.3	3.2	Mw	occidente	[3, 4)
2017	5	6	22	37	16.2	L	9.958	-69.75	3.1	1.8	Mw	occidente	[0, 3)
2017	5	6	22	53	13.4	R	6.835	-73.134	159.7	3.9	Mw	occidente	[3, 4)
2017	5	6	23	26	46.3	L	9.684	-69.325	5.5	2	Mw	occidente	[0, 3)
2017	5	7	2	10	 7.6	R	6.769	-73.154	165.8	4.7	Mw	occidente	[4, 5)
2017	5	7	4	32	10.3	R	6.437	-73.709	104.8	3.8	Mw	occidente	[3, 4)
2017	5	7	6	15	50.4	R	6.8	-73.14	162.8	3.5	Mw	occidente	[3, 4)
2017	5	7	7	46	58.0	L	10.934	-62.17	102.1	3.6	Mw	oriente	[3, 4)
2017	5	7	8	19	33.3	L	8.757	-71.134	4.4	2.8	Mw	occidente	[0, 3)
2017	5	7	12	4	47.2	R	6.227	-72.428	6.3	2.8	Mw	occidente	[0, 3)
2017	5	7	18	37	 5.8	L	10.577	-72.019	39.3	3.4	Mw	occidente	[3, 4)
2017	5	7	23	9	19.1	L	8.723	-70.424	5	2.9	Mw	occidente	[0, 3)
2017	5	8	2	9	25.3	L	11.233	-62.26	113.4	3.6	Mw	oriente	[3, 4)
2017	5	8	2	56	 2.9	R	7.479	-73.132	147.9	3.6	Mw	occidente	[3, 4)
2017	5	8	8	30	48.8	R	6.568	-71.81	15.6	3.6	Mw	occidente	[3, 4)
2017	5	8	13	12	25.9	L	10.56	-67.686	5	2.1	Mw	centro	[0, 3)
2017	5	8	14	1	46.8	L	10.744	-62.505	86.8	3.7	Mw	oriente	[3, 4)
2017	5	8	18	54	50.7	L	10.331	-67.727	4.4	2.1	Mw	centro	[0, 3)
2017	5	9	0	52	34.6	R	6.761	-73.268	176.1	2.9	Mw	occidente	[0, 3)
2017	5	9	1	40	16.2	L	10.375	-69.176	4.8	2.9	Mw	occidente	[0, 3)
2017	5	9	2	31	56.6	L	10.555	-62.415	34.8	3.3	Mw	oriente	[3, 4)
2017	5	9	5	52	46.3	L	8.319	-70.944	4.2	2.5	Mw	occidente	[0, 3)
2017	5	9	9	56	39.8	R	6.915	-73.529	155	3.2	Mw	occidente	[3, 4)
2017	5	10	0	7	27.5	R	6.819	-73.115	156.5	3	Mw	occidente	[3, 4)
2017	5	10	2	38	35.0	L	9.538	-72.99	5	2.9	Mw	occidente	[0, 3)
2017	5	10	4	58	28.4	L	10.244	-69.78	5	2.9	Mw	occidente	[0, 3)
2017	5	10	6	50	43.2	R	6.43	-73.565	79	3.2	Mw	occidente	[3, 4)
2017	5	10	8	26	10.7	R	6.753	-72.847	128.7	3.2	Mw	occidente	[3, 4)
2017	5	10	8	57	50.0	L	10.836	-68.958	7.5	2.8	Mw	occidente	[0, 3)
2017	5	10	9	25	57.1	R	10.798	-71.809	32.6	3.1	Mw	occidente	[3, 4)
2017	5	10	9	25	54.1	R	11.016	-71.668	124.6	3	Mw	occidente	[3, 4)
2017	5	10	12	12	48.8	R	6.63	-73.086	157.3	3.7	Mw	occidente	[3, 4)
2017	5	10	17	10	49.2	R	5.02	-73.501	96.5	3.9	Mw	occidente	[3, 4)
2017	5	10	19	34	48.8	R	6.233	-72.822	112.1	3.6	Mw	occidente	[3, 4)
2017	5	10	20	46	47.0	L	10.283	-69.12	1.1	3.2	Mw	occidente	[3, 4)
2017	5	10	22	38	30.3	R	6.115	-72.756	22.5	3.6	Mw	occidente	[3, 4)
2017	5	11	3	59	33.6	R	6.147	-72.715	28.4	3.5	Mw	occidente	[3, 4)
2017	5	11	9	47	31.1	L	10.083	-69.729	1	2.3	Mw	occidente	[0, 3)
2017	5	11	10	28	39.8	L	10.864	-62.187	96.8	3.9	Mw	oriente	[3, 4)
2017	5	11	18	27	40.2	L	7.975	-70.075	35.3	3	Mw	occidente	[3, 4)
2017	5	11	22	15	32.8	R	6.557	-72.873	124.9	3.7	Mw	occidente	[3, 4)
2017	5	12	0	27	57.1	R	12.891	-66.307	33.1	2.6	Mw	centro	[0, 3)
2017	5	12	1	46	29.0	R	6.779	-73.143	164.3	3.2	Mw	occidente	[3, 4)
2017	5	12	2	12	27.7	R	7.003	-73.408	7.4	3	Mw	occidente	[3, 4)
2017	5	12	5	14	58.4	R	6.317	-73.648	104.7	3.4	Mw	occidente	[3, 4)
2017	5	12	5	21	35.5	R	6.483	-73.782	96.2	3.1	Mw	occidente	[3, 4)
2017	5	12	5	25	38.5	L	10.409	-62.599	5	3	Mw	oriente	[3, 4)
2017	5	12	7	9	29.4	R	5.067	-73.791	146.3	3.4	Mw	occidente	[3, 4)
2017	5	12	10	24	37.4	R	10.391	-61.306	35.3	3.8	Mw	oriente	[3, 4)
2017	5	12	11	55	47.2	L	8.376	-71.619	5	3.3	Mw	occidente	[3, 4)
2017	5	12	12	16	50.2	L	10.39	-64.129	1.3	3.3	Mw	oriente	[3, 4)
2017	5	12	16	30	24.3	L	9.943	-67.172	5	2.4	Mw	centro	[0, 3)
2017	5	12	18	18	 7.2	R	5.902	-73.434	20.3	3.7	Mw	occidente	[3, 4)
2017	5	13	3	46	 3.0	R	6.771	-73.131	160.7	4.2	Mw	occidente	[4, 5)
2017	5	13	6	3	46.7	R	6.842	-73.106	161.2	3.5	Mw	occidente	[3, 4)
2017	5	13	11	14	33.9	L	9.367	-69.878	4.1	2.5	Mw	occidente	[0, 3)
2017	5	13	12	5	48.2	L	10.482	-62.493	6.4	3.2	Mw	oriente	[3, 4)
2017	5	13	13	31	25.0	L	10.823	-68.946	0	2.5	Mw	occidente	[0, 3)
2017	5	13	15	20	 7.7	L	10.156	-69.748	5	2.1	Mw	occidente	[0, 3)
2017	5	13	15	55	23.5	R	6.776	-73.102	176.7	3.6	Mw	occidente	[3, 4)
2017	5	13	16	58	58.8	R	6.832	-73.113	152.9	3.3	Mw	occidente	[3, 4)
2017	5	13	19	41	56.3	R	6.828	-73.182	173.8	3.2	Mw	occidente	[3, 4)
2017	5	13	21	21	25.1	R	6.802	-73.108	152.2	3.1	Mw	occidente	[3, 4)
2017	5	13	23	48	45.4	L	7.986	-71.334	5	2.9	Mw	occidente	[0, 3)
2017	5	14	2	41	38.3	L	8.347	-71.416	5	2.5	Mw	occidente	[0, 3)
2017	5	14	3	31	 4.1	L	10.407	-69.534	24	1.7	Mw	occidente	[0, 3)
2017	5	14	6	14	46.5	L	11.655	-69.22	32.2	2.6	Mw	occidente	[0, 3)
2017	5	14	8	56	48.6	R	6.692	-72.921	12.5	3.2	Mw	occidente	[3, 4)
2017	5	14	19	14	19.3	R	6.349	-72.888	117.7	3.6	Mw	occidente	[3, 4)
2017	5	14	21	2	 2.1	L	10.265	-67.833	18.5	2	Mw	centro	[0, 3)
2017	5	14	21	57	 6.8	L	10.199	-67.961	14	1.9	Mw	centro	[0, 3)
2017	5	14	22	15	40.2	L	10.231	-67.876	12.5	1.6	Mw	centro	[0, 3)
2017	5	15	7	29	24.6	L	10.063	-71.627	6.2	3.1	Mw	occidente	[3, 4)
2017	5	15	8	52	58.4	R	6.429	-72.66	3.3	3.5	Mw	occidente	[3, 4)
2017	5	15	10	2	54.8	R	6.604	-72.745	101.3	3	Mw	occidente	[3, 4)
2017	5	15	15	46	43.2	L	9.939	-69.919	5	2.7	Mw	occidente	[0, 3)
2017	5	15	17	48	30.8	R	10.44	-61.677	5	3.7	Mw	oriente	[3, 4)
2017	5	15	21	17	53.7	L	10.085	-70.724	2.3	2.5	Mw	occidente	[0, 3)
2017	5	15	22	33	28.1	R	6.842	-73.22	166	3.1	Mw	occidente	[3, 4)
2017	5	15	23	35	 2.3	R	6.248	-73.177	0.1	3.6	Mw	occidente	[3, 4)
2017	5	16	2	6	19.1	R	6.925	-73.119	156.9	3.2	Mw	occidente	[3, 4)
2017	5	16	4	8	37.3	R	6.555	-71.733	35	3.7	Mw	occidente	[3, 4)
2017	5	16	9	52	45.4	L	10.267	-69.561	30.3	2.1	Mw	occidente	[0, 3)
2017	5	16	14	16	27.4	R	6.332	-72.821	128.3	3.4	Mw	occidente	[3, 4)
2017	5	16	16	43	32.3	R	7.173	-73.372	180.4	3.6	Mw	occidente	[3, 4)
2017	5	16	21	3	58.7	R	6.778	-71.831	3	3.5	Mw	occidente	[3, 4)
2017	5	16	21	24	 6.5	R	6.258	-72.727	26.8	3.6	Mw	occidente	[3, 4)
2017	5	16	22	10	45.7	L	10.701	-62.534	80.9	3.5	Mw	oriente	[3, 4)
2017	5	17	1	43	42.9	R	6.124	-72.766	16.4	3.2	Mw	occidente	[3, 4)
2017	5	17	2	51	41.1	R	7.985	-70.252	39.9	3.1	Mw	occidente	[3, 4)
2017	5	17	2	52	 8.3	R	6.825	-73.143	165.1	3.8	Mw	occidente	[3, 4)
2017	5	17	6	31	41.7	R	6.825	-73.138	162.9	3.7	Mw	occidente	[3, 4)
2017	5	17	6	32	52.9	R	11.161	-61.064	68.5	3.8	Mw	oriente	[3, 4)
2017	5	17	9	59	26.6	R	6.894	-73.075	173	3.8	Mw	occidente	[3, 4)
2017	5	17	10	4	25.4	L	10.909	-62.248	26.7	4.7	Mw	oriente	[4, 5)
2017	5	17	10	9	18.0	L	10.741	-71.507	8.7	3.2	Mw	occidente	[3, 4)
2017	5	17	10	58	 3.9	R	6.749	-73.144	160.7	3.3	Mw	occidente	[3, 4)
2017	5	17	12	59	10.5	L	9.997	-69.184	5	2.6	Mw	occidente	[0, 3)
2017	5	17	13	51	51.6	R	6.29	-73.004	20.4	3.7	Mw	occidente	[3, 4)
2017	5	17	14	2	 9.5	R	8.799	-73.058	0	2.6	Mw	occidente	[0, 3)
2017	5	17	14	37	20.6	R	7.482	-73.277	107.4	3.1	Mw	occidente	[3, 4)
2017	5	17	16	28	17.3	L	10.049	-67.235	15.1	2.2	Mw	centro	[0, 3)
2017	5	17	17	20	23.8	R	9.796	-73.826	15	3	Mw	occidente	[3, 4)
2017	5	17	17	35	57.2	L	10.991	-70.68	7.2	2.3	Mw	occidente	[0, 3)
2017	5	17	19	18	24.0	R	7.824	-73.316	120.6	3.2	Mw	occidente	[3, 4)
2017	5	17	22	29	25.4	L	7.635	-71.965	5	3.5	Mw	occidente	[3, 4)
2017	5	18	1	36	 6.8	L	10.142	-69.049	5.3	1.8	Mw	occidente	[0, 3)
2017	5	18	4	47	42.7	L	9.313	-61.925	15	2.6	Mw	oriente	[0, 3)
2017	5	18	8	53	 4.4	L	10.119	-69.042	9	1.3	Mw	occidente	[0, 3)
2017	5	18	9	53	35.1	L	10.019	-69.574	8.8	1.2	Mw	occidente	[0, 3)
2017	5	18	10	20	27.0	L	9.722	-70.585	21.3	1.7	Mw	occidente	[0, 3)
2017	5	18	12	14	24.8	R	12.757	-58.201	67.8	4.5	Mw	oriente	[4, 5)
2017	5	18	16	2	 8.8	R	5.633	-73.615	34	3.3	Mw	occidente	[3, 4)
2017	5	18	16	6	34.5	L	10.239	-67.308	22	2.1	Mw	centro	[0, 3)
2017	5	18	16	43	 5.3	L	7.922	-72.098	13	2.6	Mw	occidente	[0, 3)
2017	5	18	20	24	 0.2	R	6.4	-72.795	112.8	3.3	Mw	occidente	[3, 4)
