YEAR	MONTH	DAY	HOUR	MIN	SEC	RLOC	LAT	LON	DEPTH	MAG	TYPMAG	REGION	RNG_MAG
2017	1	1	1	28	31.8	L	10.875	-62.171	102.3	3.5	Mw	oriente	[3, 4)
2017	1	1	2	30	 1.0	L	8.267	-61.654	5	3.5	Mw	oriente	[3, 4)
2017	1	1	6	15	16.6	R	6.769	-73.178	168.1	4	Mw	occidente	[4, 5)
2017	1	2	3	38	26.6	L	10.183	-62.983	5	4.1	Mw	oriente	[4, 5)
2017	1	2	6	7	47.7	L	10.418	-69.452	5	2.2	Mw	occidente	[0, 3)
2017	1	2	21	37	57.4	L	9.958	-71.914	35.3	2.6	Mw	occidente	[0, 3)
2017	1	3	5	4	21.8	L	10.366	-69.724	5	2.5	Mw	occidente	[0, 3)
2017	1	3	10	18	46.0	L	10.434	-71.693	35.1	2.8	Mw	occidente	[0, 3)
2017	1	3	20	25	57.3	R	6.799	-73.162	164.7	4.1	Mw	occidente	[4, 5)
2017	1	3	22	6	26.0	R	6.798	-73.173	165.6	3.4	Mw	occidente	[3, 4)
2017	1	3	22	36	55.4	L	8.695	-71.243	5	2.7	Mw	occidente	[0, 3)
2017	1	3	22	44	52.6	R	6.827	-73.164	169.2	3.3	Mw	occidente	[3, 4)
2017	1	3	23	44	55.8	R	6.835	-73.159	169.7	3	Mw	occidente	[3, 4)
2017	1	4	1	34	11.9	L	10.465	-67.641	5.4	1.8	Mw	centro	[0, 3)
2017	1	4	2	37	17.8	L	10.468	-67.663	8	1.7	Mw	centro	[0, 3)
2017	1	4	5	28	25.8	R	6.846	-73.206	158.2	3.3	Mw	occidente	[3, 4)
2017	1	4	9	11	10.2	L	8.613	-70.79	2.5	2.6	Mw	occidente	[0, 3)
2017	1	4	9	41	23.3	R	6.782	-73.18	169	3.7	Mw	occidente	[3, 4)
2017	1	4	9	59	20.3	R	6.592	-73.439	123.9	3.3	Mw	occidente	[3, 4)
2017	1	4	10	28	23.3	L	8.435	-71.407	5	2.4	Mw	occidente	[0, 3)
2017	1	4	11	52	58.2	R	5.515	-73.649	157.1	3.8	Mw	occidente	[3, 4)
2017	1	4	15	15	 8.4	R	6.825	-73.177	171.6	3	Mw	occidente	[3, 4)
2017	1	4	18	20	13.5	L	10.151	-70.074	1.5	3.4	Mw	occidente	[3, 4)
2017	1	4	19	58	 9.6	L	8.507	-71.809	5	3.7	Mw	occidente	[3, 4)
2017	1	4	22	28	 1.5	R	7.133	-73.435	132.3	4	Mw	occidente	[4, 5)
2017	1	4	23	55	58.5	R	5.227	-73.836	151.9	4	Mw	occidente	[4, 5)
2017	1	5	5	15	56.1	R	6.804	-73.161	168.7	3.1	Mw	occidente	[3, 4)
2017	1	5	14	9	38.4	R	11.217	-60.868	27.4	3.6	Mw	oriente	[3, 4)
2017	1	5	14	53	 9.8	R	6.778	-73.124	167.1	3.9	Mw	occidente	[3, 4)
2017	1	5	15	34	51.4	R	6.804	-73.121	158.8	3.4	Mw	occidente	[3, 4)
2017	1	5	17	37	27.8	R	7.308	-73.667	31.6	2.7	Mw	occidente	[0, 3)
2017	1	5	17	54	26.3	R	11.259	-72.795	5	3.3	Mw	occidente	[3, 4)
2017	1	5	18	24	54.1	L	10.635	-69.248	5	2.1	Mw	occidente	[0, 3)
2017	1	5	18	25	15.2	R	6.723	-73.05	177.4	2.8	Mw	occidente	[0, 3)
2017	1	5	19	16	37.6	L	10.333	-70.068	10.4	2.2	Mw	occidente	[0, 3)
2017	1	5	20	52	29.7	R	6.723	-73.035	166	3.1	Mw	occidente	[3, 4)
2017	1	5	22	12	21.2	R	6.824	-73.147	161.9	3.9	Mw	occidente	[3, 4)
2017	1	5	23	34	10.8	R	6.846	-73.164	159.1	3	Mw	occidente	[3, 4)
2017	1	6	5	38	56.1	L	10.163	-70.053	5	2.3	Mw	occidente	[0, 3)
2017	1	6	6	39	24.7	R	6.791	-73.161	166.4	3.6	Mw	occidente	[3, 4)
2017	1	6	15	1	39.6	L	11.021	-61.956	90.1	3.8	Mw	oriente	[3, 4)
2017	1	6	23	54	21.7	L	10.53	-67.695	22.1	2.2	Mw	centro	[0, 3)
2017	1	7	21	10	 7.6	R	6.792	-73.176	165.9	3.8	Mw	occidente	[3, 4)
2017	1	8	2	56	40.4	R	6.788	-73.188	161.6	3.2	Mw	occidente	[3, 4)
2017	1	8	3	14	22.7	L	10.498	-71.431	5	3.3	Mw	occidente	[3, 4)
2017	1	8	4	28	40.1	L	10.598	-69.193	5	2.3	Mw	occidente	[0, 3)
2017	1	8	4	59	43.6	R	6.756	-73.159	165	3	Mw	occidente	[3, 4)
2017	1	8	9	18	39.0	R	6.78	-73.162	167.3	3.6	Mw	occidente	[3, 4)
2017	1	8	9	51	38.0	L	10.779	-62.122	85	4.3	Mw	oriente	[4, 5)
2017	1	8	18	1	42.7	L	10.867	-61.651	33.9	3.9	Mw	oriente	[3, 4)
2017	1	9	1	41	30.9	L	7.165	-71.99	6.8	3.3	Mw	occidente	[3, 4)
2017	1	9	5	15	16.1	L	9.231	-70.146	5	3.2	Mw	occidente	[3, 4)
2017	1	9	8	6	 6.1	R	6.785	-73.184	168.6	3.8	Mw	occidente	[3, 4)
2017	1	9	10	1	32.8	L	10	-69.883	5	2.5	Mw	occidente	[0, 3)
2017	1	9	19	7	21.3	R	6.757	-73.156	169.8	3.2	Mw	occidente	[3, 4)
2017	1	9	23	4	36.9	R	6.793	-73.196	168.6	3.2	Mw	occidente	[3, 4)
2017	1	10	0	24	21.9	R	6.761	-73.16	166.9	3.3	Mw	occidente	[3, 4)
2017	1	10	1	14	15.8	R	10.667	-60.982	28.8	3.4	Mw	oriente	[3, 4)
2017	1	10	1	56	53.8	L	8.427	-71.381	5	2.4	Mw	occidente	[0, 3)
2017	1	10	2	10	38.3	L	10.047	-70.404	5	2.4	Mw	occidente	[0, 3)
2017	1	10	6	11	31.3	R	10.653	-73.452	8.8	3.2	Mw	occidente	[3, 4)
2017	1	10	9	42	34.8	L	10.481	-62.827	9.6	2.8	Mw	oriente	[0, 3)
2017	1	10	10	5	42.3	R	6.75	-73.159	168.5	4	Mw	occidente	[4, 5)
2017	1	10	10	47	41.5	L	9.191	-70.347	5	2.7	Mw	occidente	[0, 3)
2017	1	10	13	32	16.3	R	6.749	-73.139	171.7	4.2	Mw	occidente	[4, 5)
2017	1	10	15	1	17.3	R	6.765	-73.195	168.3	3.1	Mw	occidente	[3, 4)
2017	1	11	3	34	33.1	R	6.74	-73.156	171.9	4	Mw	occidente	[4, 5)
2017	1	11	13	5	58.6	R	6.775	-73.164	171.8	3.6	Mw	occidente	[3, 4)
2017	1	11	14	2	41.9	L	8.737	-70.756	1.6	2.6	Mw	occidente	[0, 3)
2017	1	11	18	26	 5.6	L	7.061	-71.843	4.4	3.1	Mw	occidente	[3, 4)
2017	1	11	19	45	39.4	R	8.132	-73.477	17.3	3.6	Mw	occidente	[3, 4)
2017	1	11	23	10	55.7	R	6.808	-73.181	166.8	3.5	Mw	occidente	[3, 4)
2017	1	11	23	27	36.7	L	9.944	-69.885	5	2.1	Mw	occidente	[0, 3)
2017	1	12	8	36	42.2	L	9.707	-70.057	8	2.2	Mw	occidente	[0, 3)
2017	1	12	14	44	55.7	L	7.054	-71.857	5	3.8	Mw	occidente	[3, 4)
2017	1	12	15	32	16.2	R	6.773	-73.163	170.1	3.6	Mw	occidente	[3, 4)
2017	1	13	0	31	23.2	R	6.774	-73.172	169.6	4.2	Mw	occidente	[4, 5)
2017	1	13	1	10	28.3	R	6.791	-73.162	165.8	3.2	Mw	occidente	[3, 4)
2017	1	13	3	32	23.2	L	9.132	-70.135	2	3	Mw	occidente	[3, 4)
2017	1	13	5	16	 2.7	R	6.789	-73.142	168.1	3	Mw	occidente	[3, 4)
2017	1	13	9	12	 8.3	R	6.758	-73.167	164.1	3.2	Mw	occidente	[3, 4)
2017	1	13	9	18	44.6	L	8.343	-71.695	5	2.8	Mw	occidente	[0, 3)
2017	1	13	21	44	 3.8	L	11.125	-70.301	5	2.7	Mw	occidente	[0, 3)
2017	1	14	3	34	33.8	L	10.713	-62.324	24.5	4	Mw	oriente	[4, 5)
2017	1	14	4	9	35.3	R	6.699	-73.388	141.3	3.6	Mw	occidente	[3, 4)
2017	1	14	9	54	29.9	R	6.763	-72.211	5.1	3	Mw	occidente	[3, 4)
2017	1	14	11	53	 7.4	R	6.832	-73.12	164.9	3.6	Mw	occidente	[3, 4)
2017	1	14	17	19	33.1	R	9.664	-73.303	5	3.3	Mw	occidente	[3, 4)
2017	1	14	19	7	10.5	R	9.001	-73.117	5	2.9	Mw	occidente	[0, 3)
2017	1	14	22	40	 7.8	R	6.783	-73.15	163.4	3.7	Mw	occidente	[3, 4)
2017	1	15	1	28	37.4	L	8.153	-71.28	5	2.6	Mw	occidente	[0, 3)
2017	1	15	2	2	13.8	R	6.835	-73.105	165.6	3.9	Mw	occidente	[3, 4)
2017	1	15	3	56	22.4	L	9.139	-70.675	2.3	2.6	Mw	occidente	[0, 3)
2017	1	15	4	7	47.8	R	8.154	-73.015	146.6	3.2	Mw	occidente	[3, 4)
2017	1	15	6	33	59.5	R	6.735	-73.152	1.1	3.3	Mw	occidente	[3, 4)
2017	1	15	8	1	 2.2	R	8.613	-72.868	9	2.5	Mw	occidente	[0, 3)
2017	1	15	11	10	43.1	R	7.811	-73.287	130.3	3.1	Mw	occidente	[3, 4)
2017	1	15	13	58	 3.0	R	6.313	-73.784	117.9	3.8	Mw	occidente	[3, 4)
2017	1	15	17	38	34.7	R	8.95	-73.462	96.8	3.1	Mw	occidente	[3, 4)
2017	1	15	19	48	22.3	L	10.349	-70.034	1.3	2.3	Mw	occidente	[0, 3)
2017	1	15	21	28	37.6	R	6.756	-73.172	171.3	3.5	Mw	occidente	[3, 4)
2017	1	15	21	39	24.7	L	8.91	-70.865	3.4	2.6	Mw	occidente	[0, 3)
2017	1	16	0	14	29.6	R	6.764	-73.135	161.9	3	Mw	occidente	[3, 4)
2017	1	16	5	2	23.8	R	6.801	-73.204	164.9	3.2	Mw	occidente	[3, 4)
2017	1	16	10	27	35.1	L	8.934	-70.901	5.2	2.3	Mw	occidente	[0, 3)
2017	1	16	13	14	16.3	R	6.526	-72.393	132	2.7	Mw	occidente	[0, 3)
2017	1	16	14	8	33.0	R	6.795	-73.086	162.8	3.1	Mw	occidente	[3, 4)
2017	1	16	14	25	43.0	L	8.528	-71.146	5	2.7	Mw	occidente	[0, 3)
2017	1	16	17	53	26.3	L	7.007	-73.823	5	3.2	Mw	occidente	[3, 4)
2017	1	16	19	33	52.1	R	6.998	-72.479	111.8	3.6	Mw	occidente	[3, 4)
2017	1	16	21	34	23.0	R	6.758	-73.089	163.4	4.2	Mw	occidente	[4, 5)
2017	1	17	3	14	 4.8	L	8.782	-63.812	4	2.7	Mw	oriente	[0, 3)
2017	1	17	3	34	34.9	L	8.279	-71.855	5	3	Mw	occidente	[3, 4)
2017	1	17	15	48	 5.8	R	8.788	-73.044	90.9	3.2	Mw	occidente	[3, 4)
2017	1	17	21	42	46.4	L	10.996	-62.044	99.6	3.8	Mw	oriente	[3, 4)
2017	1	18	3	42	17.8	R	6.338	-73.007	96	3.3	Mw	occidente	[3, 4)
2017	1	18	15	41	13.1	L	10.925	-62.153	91.2	3.4	Mw	oriente	[3, 4)
2017	1	18	20	14	16.3	R	6.892	-73.055	150.7	3.6	Mw	occidente	[3, 4)
2017	1	19	1	21	15.7	R	5.101	-73.695	149.2	3.6	Mw	occidente	[3, 4)
2017	1	19	5	6	14.2	L	8.524	-72.78	5	2.6	Mw	occidente	[0, 3)
2017	1	19	5	6	12.8	R	8.337	-73.04	27.6	2.8	Mw	occidente	[0, 3)
2017	1	19	11	50	50.3	R	6.832	-72.912	148.4	3	Mw	occidente	[3, 4)
2017	1	19	13	38	 2.6	R	6.724	-73.104	163.1	4.2	Mw	occidente	[4, 5)
2017	1	20	3	28	42.7	L	8.774	-70.802	5.6	2	Mw	occidente	[0, 3)
2017	1	20	3	31	53.9	L	8.508	-71.232	4.6	2.6	Mw	occidente	[0, 3)
2017	1	20	3	48	42.9	L	10.24	-67.781	5.2	2.2	Mw	centro	[0, 3)
2017	1	20	5	27	 4.1	L	10.723	-67.382	10.5	1.7	Mw	centro	[0, 3)
2017	1	20	12	9	 4.3	R	6.819	-73.14	163.3	3.5	Mw	occidente	[3, 4)
2017	1	20	15	14	33.3	L	6.821	-73.199	180.1	3	Mw	occidente	[3, 4)
2017	1	20	17	39	57.2	L	9.663	-70.07	5	2.6	Mw	occidente	[0, 3)
2017	1	20	20	30	11.5	R	8.646	-73.717	11.9	3	Mw	occidente	[3, 4)
2017	1	21	2	19	52.3	R	6.773	-73.161	162.7	2.9	Mw	occidente	[0, 3)
2017	1	21	19	22	48.8	R	6.806	-73.164	168.7	3.9	Mw	occidente	[3, 4)
2017	1	21	23	18	12.6	R	6.767	-73.149	169.7	4.1	Mw	occidente	[4, 5)
2017	1	22	17	19	48.3	R	9.715	-73.192	5	3.2	Mw	occidente	[3, 4)
2017	1	22	17	45	59.8	R	8.914	-71.289	1.2	3.2	Mw	occidente	[3, 4)
2017	1	22	19	29	31.9	L	9.232	-69.786	17.5	2.6	Mw	occidente	[0, 3)
2017	1	22	21	59	46.6	R	6.779	-73.116	164.7	2.8	Mw	occidente	[0, 3)
2017	1	23	1	23	17.2	L	10.209	-70.783	5	2.2	Mw	occidente	[0, 3)
2017	1	23	2	37	32.2	R	7.663	-73.153	140	2.8	Mw	occidente	[0, 3)
2017	1	23	2	56	29.2	R	6.686	-72.938	148.4	2.3	Mw	occidente	[0, 3)
2017	1	23	4	25	47.9	R	6.826	-73.115	157.9	3.2	Mw	occidente	[3, 4)
2017	1	23	4	49	18.3	R	8.721	-73.853	90.6	2.5	Mw	occidente	[0, 3)
2017	1	23	6	22	 0.7	R	6.781	-73.09	172.1	2.6	Mw	occidente	[0, 3)
2017	1	23	11	4	43.8	R	6.802	-73.109	164.4	3	Mw	occidente	[3, 4)
2017	1	23	11	28	13.1	L	10.218	-67.83	6.8	2.3	Mw	centro	[0, 3)
2017	1	23	11	28	48.7	L	10.249	-67.861	16.6	2.2	Mw	centro	[0, 3)
2017	1	23	11	48	40.7	L	10.208	-67.822	5	3.1	Mw	centro	[3, 4)
2017	1	23	12	16	16.4	L	10.272	-67.775	22	1.9	Mw	centro	[0, 3)
2017	1	23	12	39	 8.2	L	10.221	-67.836	15.4	2	Mw	centro	[0, 3)
2017	1	23	13	21	31.3	L	10.228	-67.868	12.5	2.2	Mw	centro	[0, 3)
2017	1	23	13	47	15.3	R	11.419	-73.827	30.4	3.9	Mw	occidente	[3, 4)
2017	1	23	16	14	56.0	R	6.759	-73.198	171.4	4.1	Mw	occidente	[4, 5)
2017	1	23	18	2	36.0	R	12.459	-71.615	9	2.8	Mw	occidente	[0, 3)
2017	1	23	18	2	25.1	L	12.645	-72.414	5	3	Mw	occidente	[3, 4)
2017	1	24	1	34	40.3	R	6.779	-73.142	165.5	3.5	Mw	occidente	[3, 4)
2017	1	24	2	55	12.3	R	6.539	-73.387	152.1	3.8	Mw	occidente	[3, 4)
2017	1	24	6	26	42.3	L	8.423	-71.419	5	2.9	Mw	occidente	[0, 3)
2017	1	24	14	52	12.4	R	6.724	-73.212	172	4.4	Mw	occidente	[4, 5)
2017	1	24	20	42	25.4	L	10.685	-68.028	3.2	2.1	Mw	occidente	[0, 3)
2017	1	24	20	51	 3.7	R	11.192	-60.943	29	3.2	Mw	oriente	[3, 4)
2017	1	24	21	55	47.4	R	11.207	-60.89	27.8	3.4	Mw	oriente	[3, 4)
2017	1	24	23	58	14.7	R	6.775	-73.185	170.4	3.4	Mw	occidente	[3, 4)
2017	1	25	1	22	42.7	L	8.569	-70.774	7.5	2.5	Mw	occidente	[0, 3)
2017	1	25	4	21	 4.8	R	6.77	-73.14	163.9	3.1	Mw	occidente	[3, 4)
2017	1	25	4	41	45.0	L	10.236	-67.943	15.3	1.8	Mw	centro	[0, 3)
2017	1	25	5	12	44.7	R	6.805	-73.168	164.1	3	Mw	occidente	[3, 4)
2017	1	25	6	56	25.7	R	6.795	-73.213	170.6	3	Mw	occidente	[3, 4)
2017	1	25	7	19	55.1	R	6.787	-73.147	166.5	3.2	Mw	occidente	[3, 4)
2017	1	25	7	22	52.6	L	10.193	-67.188	5.9	2.2	Mw	centro	[0, 3)
2017	1	25	12	10	28.6	R	5.027	-73.629	5	3.5	Mw	occidente	[3, 4)
2017	1	25	15	54	47.8	R	6.761	-73.193	172.4	3.8	Mw	occidente	[3, 4)
2017	1	26	1	5	44.0	L	8.172	-71.032	5	3.7	Mw	occidente	[3, 4)
2017	1	26	3	28	 0.5	L	8.121	-70.986	5	2.6	Mw	occidente	[0, 3)
2017	1	26	8	46	44.9	L	10.537	-62.46	28.8	3.1	Mw	oriente	[3, 4)
2017	1	26	11	7	 5.2	R	6.799	-73.157	163.9	3.2	Mw	occidente	[3, 4)
2017	1	26	17	0	41.6	R	6.764	-73.161	174.5	3.5	Mw	occidente	[3, 4)
2017	1	26	23	5	26.7	L	9.413	-70.598	8.8	2.3	Mw	occidente	[0, 3)
2017	1	27	3	22	 8.2	R	6.72	-73.065	3.8	3	Mw	occidente	[3, 4)
2017	1	27	9	24	58.8	R	7.635	-72.5	1.7	2.5	Mw	occidente	[0, 3)
2017	1	27	10	49	37.1	L	10.672	-67.972	1.4	1.6	Mw	centro	[0, 3)
2017	1	27	13	2	56.8	R	5.761	-73.689	135.4	4.1	Mw	occidente	[4, 5)
2017	1	27	19	45	55.4	L	10.233	-67.881	9.2	1.9	Mw	centro	[0, 3)
2017	1	27	22	55	30.7	L	10.363	-62.395	9.7	3.1	Mw	oriente	[3, 4)
2017	1	27	23	2	10.5	L	10.513	-62.384	21.9	3.1	Mw	oriente	[3, 4)
2017	1	27	23	16	19.8	L	10.374	-62.393	1.9	3	Mw	oriente	[3, 4)
2017	1	28	1	3	42.6	R	6.818	-73.16	167.4	2.7	Mw	occidente	[0, 3)
2017	1	28	1	32	46.8	R	6.792	-73.171	165.8	3.7	Mw	occidente	[3, 4)
2017	1	28	2	19	47.3	R	6.798	-73.135	162.6	2.9	Mw	occidente	[0, 3)
2017	1	28	4	18	18.1	R	6.859	-71.631	8.4	2.9	Mw	occidente	[0, 3)
2017	1	28	4	59	 6.5	L	10.321	-69.668	5	2.7	Mw	occidente	[0, 3)
2017	1	28	4	59	35.3	L	10.387	-69.642	5	3.1	Mw	occidente	[3, 4)
2017	1	28	5	2	53.2	L	10.352	-69.722	18.1	2.3	Mw	occidente	[0, 3)
2017	1	28	5	5	19.6	L	10.327	-69.684	18.5	2	Mw	occidente	[0, 3)
2017	1	28	5	43	 4.9	L	9.423	-70.624	5	2.5	Mw	occidente	[0, 3)
2017	1	28	6	5	 9.5	L	10.321	-69.666	6.3	2.2	Mw	occidente	[0, 3)
2017	1	28	7	0	52.2	L	10.417	-62.145	9.7	3.2	Mw	oriente	[3, 4)
2017	1	28	13	5	59.6	L	10.711	-65.761	5	3.5	Mw	centro	[3, 4)
2017	1	29	11	28	33.3	L	8.994	-63.94	10.5	2.5	Mw	oriente	[0, 3)
2017	1	30	1	59	 3.4	R	6.758	-73.125	170	3.8	Mw	occidente	[3, 4)
2017	1	30	2	50	57.3	L	9.748	-68.89	5	2.5	Mw	occidente	[0, 3)
2017	1	30	8	37	26.0	L	10.338	-70.264	5	2.7	Mw	occidente	[0, 3)
2017	1	30	9	9	11.8	L	10.216	-69.585	5	2.5	Mw	occidente	[0, 3)
2017	1	30	9	10	46.9	L	7.995	-65.1	17.1	2.8	Mw	centro	[0, 3)
2017	1	30	10	28	21.0	R	6.451	-73.475	26.7	4.7	Mw	occidente	[4, 5)
2017	1	30	13	16	11.4	L	9.785	-68.888	5	2.2	Mw	occidente	[0, 3)
2017	1	30	17	7	10.6	R	6.785	-73.17	172.1	3	Mw	occidente	[3, 4)
2017	1	30	19	37	36.4	L	9.36	-70.505	9	2.3	Mw	occidente	[0, 3)
2017	1	30	23	9	52.0	L	10.681	-62.407	35	3	Mw	oriente	[3, 4)
2017	1	31	2	55	40.0	L	10.335	-62.146	15.7	3	Mw	oriente	[3, 4)
2017	1	31	4	59	39.2	L	9.628	-70.634	12.7	3.1	Mw	occidente	[3, 4)
2017	1	31	5	56	53.1	L	11.723	-69.229	35.5	2.9	Mw	occidente	[0, 3)
2017	1	31	9	11	51.1	R	6.777	-73.163	165.7	3.4	Mw	occidente	[3, 4)
2017	1	31	9	36	54.4	R	6.796	-73.194	167.9	3.2	Mw	occidente	[3, 4)
2017	1	31	10	14	10.2	L	10.807	-61.858	56.6	3.2	Mw	oriente	[3, 4)
2017	1	31	10	51	17.4	R	6.8	-73.16	163.7	3.8	Mw	occidente	[3, 4)
2017	1	31	12	0	42.1	L	10.264	-71.907	5	2.6	Mw	occidente	[0, 3)
2017	1	31	12	27	10.8	R	6.797	-73.16	165.7	3.5	Mw	occidente	[3, 4)
2017	1	31	17	27	56.1	L	10.707	-71.802	5	3.1	Mw	occidente	[3, 4)
2017	1	31	17	34	56.5	R	6.826	-73.143	177.3	3.3	Mw	occidente	[3, 4)
2017	2	1	0	18	24.9	R	6.778	-73.163	172.1	4.8	Mw	occidente	[4, 5)
2017	2	1	2	34	53.8	R	6.798	-73.018	152.6	3.2	Mw	occidente	[3, 4)
2017	2	1	5	14	59.7	R	6.785	-73.106	161.9	3.6	Mw	occidente	[3, 4)
2017	2	1	10	33	39.1	R	6.884	-73.08	151.6	4	Mw	occidente	[4, 5)
2017	2	1	11	58	31.7	L	8.607	-70.768	5	2.9	Mw	occidente	[0, 3)
2017	2	1	17	15	 1.5	R	8.677	-73.394	13.5	3.5	Mw	occidente	[3, 4)
2017	2	1	19	8	19.1	R	6.602	-72.353	5	2.9	Mw	occidente	[0, 3)
2017	2	1	22	50	18.5	R	6.808	-73.175	157.1	3.1	Mw	occidente	[3, 4)
2017	2	1	22	51	43.4	R	6.469	-72.317	5	3	Mw	occidente	[3, 4)
2017	2	2	1	13	25.1	R	6.854	-73.099	162.1	3.4	Mw	occidente	[3, 4)
2017	2	2	4	53	 2.9	R	6.351	-72.007	97.4	3	Mw	occidente	[3, 4)
2017	2	2	4	58	50.8	L	7.29	-71.971	18.9	2.7	Mw	occidente	[0, 3)
2017	2	2	6	45	39.0	L	10.675	-67.493	26.7	2.2	Mw	centro	[0, 3)
2017	2	2	7	45	18.9	L	9.522	-70.724	5	2.7	Mw	occidente	[0, 3)
2017	2	2	8	25	39.2	R	6.803	-73.134	160.1	3.5	Mw	occidente	[3, 4)
2017	2	2	9	1	14.8	R	6.821	-73.131	165.4	3.2	Mw	occidente	[3, 4)
2017	2	2	18	34	22.7	R	6.787	-73.16	171.1	3.2	Mw	occidente	[3, 4)
2017	2	3	0	23	16.7	L	10.324	-61.865	5	3.3	Mw	oriente	[3, 4)
2017	2	3	1	36	53.1	R	6.828	-71.712	7	4	Mw	occidente	[4, 5)
2017	2	3	7	48	34.3	L	10.799	-71.011	28.9	2.8	Mw	occidente	[0, 3)
2017	2	3	13	45	35.7	L	10.587	-69.739	5	2.6	Mw	occidente	[0, 3)
2017	2	3	23	42	24.0	L	11.101	-62.28	9.3	2.7	Mw	oriente	[0, 3)
2017	2	4	1	9	26.5	L	10.406	-68.959	36.1	2.5	Mw	occidente	[0, 3)
2017	2	4	2	28	34.5	R	6.746	-73.139	173.2	3.6	Mw	occidente	[3, 4)
2017	2	4	7	34	53.5	R	10.165	-73.507	5	2.9	Mw	occidente	[0, 3)
2017	2	4	18	10	43.7	L	10.648	-67.378	5.6	1.9	Mw	centro	[0, 3)
2017	2	4	19	58	 8.2	L	9.88	-70.547	5	2.2	Mw	occidente	[0, 3)
2017	2	5	0	54	31.0	L	10.032	-69.781	3.1	2.4	Mw	occidente	[0, 3)
2017	2	5	2	4	33.3	R	6.805	-73.18	165.1	2.7	Mw	occidente	[0, 3)
2017	2	5	2	27	25.6	R	6.784	-73.132	163.3	3	Mw	occidente	[3, 4)
2017	2	5	4	50	12.9	R	6.791	-73.184	159.7	3	Mw	occidente	[3, 4)
2017	2	5	5	27	35.6	R	6.313	-73.761	119	3.1	Mw	occidente	[3, 4)
2017	2	5	9	8	40.0	L	10.668	-62.324	81.6	3.1	Mw	oriente	[3, 4)
2017	2	6	3	39	50.3	R	6.762	-73.14	166.1	3.4	Mw	occidente	[3, 4)
2017	2	6	11	29	 6.4	R	6.802	-73.121	163.8	3.7	Mw	occidente	[3, 4)
2017	2	6	11	47	15.1	R	6.811	-73.113	160.9	3.4	Mw	occidente	[3, 4)
2017	2	6	13	52	55.2	R	6.791	-73.148	166	3.5	Mw	occidente	[3, 4)
2017	2	7	0	2	31.8	R	6.911	-73.15	165.8	3.5	Mw	occidente	[3, 4)
2017	2	7	5	24	 9.1	R	6.843	-73.127	169.3	3.2	Mw	occidente	[3, 4)
2017	2	7	7	48	55.6	L	11.204	-69.439	9.5	2.6	Mw	occidente	[0, 3)
2017	2	7	17	53	 7.4	R	11.22	-72.703	16.9	3	Mw	occidente	[3, 4)
2017	2	7	17	56	43.9	R	10.974	-72.74	9.4	3	Mw	occidente	[3, 4)
2017	2	7	20	24	 1.3	L	9.982	-67.246	5	2.2	Mw	centro	[0, 3)
2017	2	7	21	12	59.1	L	7.767	-71.864	5	2.8	Mw	occidente	[0, 3)
2017	2	7	23	56	 8.4	R	6.837	-73.16	159	3	Mw	occidente	[3, 4)
2017	2	8	1	33	 5.8	R	6.802	-73.157	165.8	3.3	Mw	occidente	[3, 4)
2017	2	8	2	24	12.3	R	5.9	-73.747	125.4	4.1	Mw	occidente	[4, 5)
2017	2	8	3	21	42.6	L	10.525	-62.538	71.1	3.5	Mw	oriente	[3, 4)
2017	2	8	3	34	37.1	R	6.769	-73.09	162.6	3.1	Mw	occidente	[3, 4)
2017	2	8	7	45	13.6	R	6.752	-73.138	166.2	4	Mw	occidente	[4, 5)
2017	2	8	15	3	22.1	R	6.812	-73.204	172.8	3.5	Mw	occidente	[3, 4)
2017	2	8	16	31	43.3	R	6.767	-73.186	167.7	3.3	Mw	occidente	[3, 4)
2017	2	8	18	26	49.8	R	6.785	-73.191	168.7	3.3	Mw	occidente	[3, 4)
2017	2	9	11	22	26.5	L	8.918	-71.168	9	2.7	Mw	occidente	[0, 3)
2017	2	9	12	47	58.3	L	9.01	-69.68	35.5	2.2	Mw	occidente	[0, 3)
2017	2	9	14	8	43.0	L	9.27	-70.212	32.6	2.4	Mw	occidente	[0, 3)
2017	2	9	16	22	54.8	L	9.991	-69.744	5	2.6	Mw	occidente	[0, 3)
2017	2	9	16	29	22.2	L	8.95	-70.557	12.1	2.4	Mw	occidente	[0, 3)
2017	2	9	20	20	 6.5	R	6.794	-73.19	166	4.1	Mw	occidente	[4, 5)
2017	2	10	3	6	 5.2	R	6.808	-73.173	163.9	3.6	Mw	occidente	[3, 4)
2017	2	10	5	53	29.7	L	10.245	-67.765	7	1.6	Mw	centro	[0, 3)
2017	2	10	6	10	10.7	L	10.256	-67.727	3.1	2.1	Mw	centro	[0, 3)
2017	2	10	8	34	55.2	R	6.774	-73.138	163.7	3	Mw	occidente	[3, 4)
2017	2	10	8	51	 4.4	L	10.658	-67.594	5	2.8	Mw	centro	[0, 3)
2017	2	10	9	27	 2.0	L	10.602	-67.587	1.9	1.9	Mw	centro	[0, 3)
2017	2	10	10	52	10.5	R	6.838	-73.14	158.4	3	Mw	occidente	[3, 4)
2017	2	10	15	18	57.4	L	6.123	-72.789	21	3.1	Mw	occidente	[3, 4)
2017	2	11	19	40	18.7	L	10.091	-69.96	1.5	3.7	Mw	occidente	[3, 4)
2017	2	11	20	42	42.5	L	10.455	-62.312	5	3.3	Mw	oriente	[3, 4)
